audit,strategy,model,protected_attribute,metric,value,ci_low,ci_high,p_value,significant,n_disadvantaged,n_advantaged,small_sample_warning,note
benefits_denial,baseline,random_forest,age_x_race,intersectional_demographic_parity_diff,-0.079169418152469,-0.14673765500036687,-0.010284595348154678,0.10333333333333333,False,77,4956,False,
benefits_denial,baseline,gradient_boosting,sex,demographic_parity_diff,-0.16978506628259266,-0.1863301713631928,-0.15372912822730822,0.0,True,2153,4360,False,
benefits_denial,baseline,gradient_boosting,sex,disparate_impact_ratio,0.28957793517091995,0.2442267349620639,0.3321879801302361,0.0,True,2153,4360,False,
benefits_denial,baseline,gradient_boosting,sex,equal_opportunity_diff,-0.08801415302963289,-0.15490159221583372,-0.026522556390977593,0.01,True,238,1330,False,
benefits_denial,baseline,gradient_boosting,sex,equalized_odds_diff,-0.08801415302963289,-0.15490159221583372,-0.026522556390977593,0.01,True,238,1330,False,driven_by_tpr_gap
benefits_denial,baseline,gradient_boosting,sex,predictive_parity_diff,0.05486351749990337,-0.007975273415862679,0.11769554547913792,0.14666666666666667,False,149,1042,False,
benefits_denial,baseline,gradient_boosting,sex,accuracy_equality_diff,0.10791598665399682,0.09021657693340207,0.12522607669264563,0.0,True,2153,4360,False,
benefits_denial,baseline,gradient_boosting,national_origin,demographic_parity_diff,-0.01756986725222079,-0.04649404880726618,0.012529462770735604,0.30666666666666664,False,688,5825,False,
benefits_denial,baseline,gradient_boosting,national_origin,disparate_impact_ratio,0.9048848302060204,0.7535980449876373,1.0697122571894888,0.2633333333333333,False,688,5825,False,
benefits_denial,baseline,gradient_boosting,national_origin,equal_opportunity_diff,0.06196412283368802,-0.014284483632309716,0.14520573629269282,0.20333333333333334,False,138,1430,False,
benefits_denial,baseline,gradient_boosting,national_origin,equalized_odds_diff,0.06196412283368802,-0.014284483632309716,0.14520573629269282,0.20333333333333334,False,138,1430,False,driven_by_tpr_gap
benefits_denial,baseline,gradient_boosting,national_origin,predictive_parity_diff,-0.0017779214481977723,-0.07718623727169867,0.06810126070793598,1.0,False,115,1076,False,
benefits_denial,baseline,gradient_boosting,national_origin,accuracy_equality_diff,0.0343245333865656,0.009939390158698463,0.059223600159696445,0.01,True,688,5825,False,
benefits_denial,baseline,gradient_boosting,age,demographic_parity_diff,0.026481719323981745,-0.001217721017679599,0.055544587395113976,0.056666666666666664,False,944,5569,False,
benefits_denial,baseline,gradient_boosting,age,disparate_impact_ratio,1.1479196300409575,0.9933397884821954,1.3178934624222045,0.07,False,944,5569,False,
benefits_denial,baseline,gradient_boosting,age,equal_opportunity_diff,-0.06428571428571428,-0.1285753105590062,-0.004914596273291966,0.03666666666666667,True,280,1288,False,
